i,t,c,sys,stage,value
Anhui,1997,maize,spring,growing,0.42391304347826086
Anhui,1997,maize,spring,harvesting,0.7096774193548387
Anhui,1997,maize,spring,sowing,0.0
Anhui,1997,maize,summer,growing,0.6086956521739131
Anhui,1997,maize,summer,harvesting,0.04918032786885246
Anhui,1997,maize,summer,sowing,0.16129032258064516
Anhui,1997,rice,single,growing,0.41830065359477125
Anhui,1997,rice,single,harvesting,0.0
Anhui,1997,rice,single,sowing,0.0
Anhui,1997,soybean,single,growing,0.6086956521739131
Anhui,1997,soybean,single,harvesting,0.04918032786885246
Anhui,1997,soybean,single,sowing,0.16129032258064516
Anhui,1998,maize,spring,growing,0.31521739130434784
Anhui,1998,maize,spring,harvesting,0.7096774193548387
Anhui,1998,maize,spring,sowing,0.03278688524590164
Anhui,1998,maize,summer,growing,0.5543478260869565
Anhui,1998,maize,summer,harvesting,0.13114754098360656
Anhui,1998,maize,summer,sowing,0.0
Anhui,1998,rice,single,growing,0.37254901960784315
Anhui,1998,rice,single,harvesting,0.06451612903225806
Anhui,1998,rice,single,sowing,0.06666666666666667
Anhui,1998,soybean,single,growing,0.5543478260869565
Anhui,1998,soybean,single,harvesting,0.13114754098360656
Anhui,1998,soybean,single,sowing,0.0
Anhui,1998,wheat,winter,growing,0.014150943396226415
Anhui,1998,wheat,winter,harvesting,0.23333333333333334
Anhui,1998,wheat,winter,sowing,0.04918032786885246
Anhui,1999,maize,spring,growing,0.29347826086956524
Anhui,1999,maize,spring,harvesting,0.3870967741935484
Anhui,1999,maize,spring,sowing,0.0
Anhui,1999,maize,summer,growing,0.391304347826087
Anhui,1999,maize,summer,harvesting,0.16393442622950818
Anhui,1999,maize,summer,sowing,0.0967741935483871
Anhui,1999,rice,single,growing,0.3202614379084967
Anhui,1999,rice,single,harvesting,0.0
Anhui,1999,rice,single,sowing,0.0
Anhui,1999,soybean,single,growing,0.391304347826087
Anhui,1999,soybean,single,harvesting,0.16393442622950818
Anhui,1999,soybean,single,sowing,0.0967741935483871
Anhui,1999,wheat,winter,growing,0.014150943396226415
Anhui,1999,wheat,winter,harvesting,0.26666666666666666
Anhui,1999,wheat,winter,sowing,0.13114754098360656
Anhui,2000,maize,spring,growing,0.4891304347826087
Anhui,2000,maize,spring,harvesting,0.5806451612903226
Anhui,2000,maize,spring,sowing,0.0
Anhui,2000,maize,summer,growing,0.5869565217391305
Anhui,2000,maize,summer,harvesting,0.08196721311475409
Anhui,2000,maize,summer,sowing,0.2903225806451613
Anhui,2000,rice,single,growing,0.4444444444444444
Anhui,2000,rice,single,harvesting,0.0
Anhui,2000,rice,single,sowing,0.0
Anhui,2000,soybean,single,growing,0.5869565217391305
Anhui,2000,soybean,single,harvesting,0.08196721311475409
Anhui,2000,soybean,single,sowing,0.2903225806451613
Anhui,2000,wheat,winter,growing,0.04245283018867924
Anhui,2000,wheat,winter,harvesting,0.23333333333333334
Anhui,2000,wheat,winter,sowing,0.16393442622950818
Anhui,2001,maize,spring,growing,0.44565217391304346
Anhui,2001,maize,spring,harvesting,0.3548387096774194
Anhui,2001,maize,spring,sowing,0.0
Anhui,2001,maize,summer,growing,0.4891304347826087
Anhui,2001,maize,summer,harvesting,0.03278688524590164
Anhui,2001,maize,summer,sowing,0.22580645161290322
Anhui,2001,rice,single,growing,0.35294117647058826
Anhui,2001,rice,single,harvesting,0.0
Anhui,2001,rice,single,sowing,0.0
Anhui,2001,soybean,single,growing,0.4891304347826087
Anhui,2001,soybean,single,harvesting,0.03278688524590164
Anhui,2001,soybean,single,sowing,0.22580645161290322
Anhui,2001,wheat,winter,growing,0.03286384976525822
Anhui,2001,wheat,winter,harvesting,0.26666666666666666
Anhui,2001,wheat,winter,sowing,0.08196721311475409
Anhui,2002,maize,spring,growing,0.44565217391304346
Anhui,2002,maize,spring,harvesting,0.5161290322580645
Anhui,2002,maize,spring,sowing,0.0
Anhui,2002,maize,summer,growing,0.5869565217391305
Anhui,2002,maize,summer,harvesting,0.14754098360655737
Anhui,2002,maize,summer,sowing,0.0967741935483871
Anhui,2002,rice,single,growing,0.41830065359477125
Anhui,2002,rice,single,harvesting,0.06451612903225806
Anhui,2002,rice,single,sowing,0.0
Anhui,2002,soybean,single,growing,0.5869565217391305
Anhui,2002,soybean,single,harvesting,0.14754098360655737
Anhui,2002,soybean,single,sowing,0.0967741935483871
Anhui,2002,wheat,winter,growing,0.014150943396226415
Anhui,2002,wheat,winter,harvesting,0.6
Anhui,2002,wheat,winter,sowing,0.03278688524590164
Anhui,2003,maize,spring,growing,0.31521739130434784
Anhui,2003,maize,spring,harvesting,0.5161290322580645
Anhui,2003,maize,spring,sowing,0.0
Anhui,2003,maize,summer,growing,0.4782608695652174
Anhui,2003,maize,summer,harvesting,0.06557377049180328
Anhui,2003,maize,summer,sowing,0.03225806451612903
Anhui,2003,rice,single,growing,0.3202614379084967
Anhui,2003,rice,single,harvesting,0.0
Anhui,2003,rice,single,sowing,0.0
Anhui,2003,soybean,single,growing,0.4782608695652174
Anhui,2003,soybean,single,harvesting,0.06557377049180328
Anhui,2003,soybean,single,sowing,0.03225806451612903
Anhui,2003,wheat,winter,growing,0.0047169811320754715
Anhui,2003,wheat,winter,harvesting,0.4
Anhui,2003,wheat,winter,sowing,0.14754098360655737
Anhui,2004,maize,spring,growing,0.41304347826086957
Anhui,2004,maize,spring,harvesting,0.3870967741935484
Anhui,2004,maize,spring,sowing,0.03278688524590164
Anhui,2004,maize,summer,growing,0.5108695652173914
Anhui,2004,maize,summer,harvesting,0.03278688524590164
Anhui,2004,maize,summer,sowing,0.0967741935483871
Anhui,2004,rice,single,growing,0.33986928104575165
Anhui,2004,rice,single,harvesting,0.0
Anhui,2004,rice,single,sowing,0.06666666666666667
Anhui,2004,soybean,single,growing,0.5108695652173914
Anhui,2004,soybean,single,harvesting,0.03278688524590164
Anhui,2004,soybean,single,sowing,0.0967741935483871
Anhui,2004,wheat,winter,growing,0.02358490566037736
Anhui,2004,wheat,winter,harvesting,0.36666666666666664
Anhui,2004,wheat,winter,sowing,0.06557377049180328
